dataset/images/Apprentice_Video(1).jpg,110,51,355,79,button
dataset/images/Apprentice_Video(1).jpg,110,79,355,105,button
dataset/images/Apprentice_Video(1).jpg,112,108,244,130,button
dataset/images/Apprentice_Video(1).jpg,111,130,354,156,button
dataset/images/Apprentice_Video(1).jpg,109,157,355,177,button
dataset/images/Apprentice_Video(1).jpg,111,178,353,203,button
dataset/images/Apprentice_Video(1).jpg,107,204,355,226,button
dataset/images/Apprentice_Video(1).jpg,111,229,355,249,button
dataset/images/Apprentice_Video(1).jpg,109,248,356,276,button
dataset/images/Apprentice_Video(1).jpg,109,277,355,299,button
dataset/images/Apprentice_Video(1).jpg,110,299,355,322,button
dataset/images/Apprentice_Video(1).jpg,109,323,354,352,button
dataset/images/Apprentice_Video(1).jpg,109,354,352,379,button
dataset/images/Apprentice_Video(1).jpg,351,356,439,378,button
dataset/images/Apprentice_Video(1).jpg,348,379,435,401,button
dataset/images/Apprentice_Video(1).jpg,349,400,434,426,button
dataset/images/Apprentice_Video(1).jpg,350,424,434,445,button
dataset/images/Apprentice_Video(1).jpg,349,443,435,465,button
dataset/images/Apprentice_Video(1).jpg,348,465,436,489,button
dataset/images/Apprentice_Video(1).jpg,349,489,434,510,button
dataset/images/Apprentice_Video(1).jpg,347,511,435,533,button
dataset/images/Apprentice_Video(1).jpg,348,535,434,555,button
dataset/images/Apprentice_Video(1).jpg,348,556,435,576,button
dataset/images/Apprentice_Video(1).jpg,350,574,434,599,button
dataset/images/Apprentice_Video(1).jpg,110,33,354,380,menu
dataset/images/Apprentice_Video(1).jpg,329,353,435,597,submenu
dataset/images/Apprentice_Video(1).jpg,0,32,37,50,button
dataset/images/Apprentice_Video(1).jpg,38,31,109,49,button
dataset/images/Apprentice_Video(1).jpg,111,32,172,50,button
dataset/images/Apprentice_Video(1).jpg,174,33,216,49,button
dataset/images/Apprentice_Video(1).jpg,216,30,266,47,button
dataset/images/Apprentice_Video(1).jpg,266,28,322,49,button
dataset/images/Apprentice_Video(1).jpg,322,28,362,49,button
dataset/images/Apprentice_Video(1).jpg,720,2,743,25,max_min
dataset/images/Apprentice_Video(1).jpg,763,1,793,29,close
dataset/images/Apprentice_Video(10).jpg,0,31,31,47,button
dataset/images/Apprentice_Video(10).jpg,32,32,104,49,button
dataset/images/Apprentice_Video(10).jpg,104,31,174,49,button
dataset/images/Apprentice_Video(10).jpg,174,32,220,47,button
dataset/images/Apprentice_Video(10).jpg,218,32,265,48,button
dataset/images/Apprentice_Video(10).jpg,265,30,323,47,button
dataset/images/Apprentice_Video(10).jpg,322,31,362,51,button
dataset/images/Apprentice_Video(10).jpg,222,54,424,73,button
dataset/images/Apprentice_Video(10).jpg,221,74,424,95,button
dataset/images/Apprentice_Video(10).jpg,221,95,422,124,button
dataset/images/Apprentice_Video(10).jpg,218,124,422,152,button
dataset/images/Apprentice_Video(10).jpg,218,152,289,168,button
dataset/images/Apprentice_Video(10).jpg,220,153,322,169,button
dataset/images/Apprentice_Video(10).jpg,221,169,422,194,button
dataset/images/Apprentice_Video(10).jpg,221,197,423,217,button
dataset/images/Apprentice_Video(10).jpg,220,217,423,244,button
dataset/images/Apprentice_Video(10).jpg,220,244,424,271,button
